precinct,name,street,city,state,zip,geo_longitude,geo_latitude,geo_accuracy,notes,directions
210,O Henry Middle School,2610 West 10th St,Austin,TX,78701,-97.774463,30.285998,house,"Combined precincts 210, 251","From north mopac, west on enfield road, then south on exposition to west 10th st. -or- from north mopac, west on lake austin blvd, north on exposition blvd to west 10th street."
251,O Henry Middle School,2610 West 10th St,Austin,TX,78701,-97.774463,30.285998,house,"Combined precincts 210, 251","From north mopac, west on enfield road, then south on exposition to west 10th st. -or- from north mopac, west on lake austin blvd, north on exposition blvd to west 10th street."
211,Mcbee Elementary School,1001 West Braker Lane,Austin,TX,78758,-97.691095,30.383316,house,"Combined precincts 211, 258","From ih-35 n, west on west braker lane to the intersection of braker lane and north lamar blvd."
258,Mcbee Elementary School,1001 West Braker Lane,Austin,TX,78758,-97.691095,30.383316,house,"Combined precincts 211, 258","From ih-35 n, west on west braker lane to the intersection of braker lane and north lamar blvd."
212,Bridge Point Elementary School,6401 Cedar Street,Austin,TX,78746,-97.805743,30.339621,house,"Combined precincts 212, 221","From loop 360 north, go west on cedar street."
221,Bridge Point Elementary School,6401 Cedar Street,Austin,TX,78746,-97.805743,30.339621,house,"Combined precincts 212, 221","From loop 360 north, go west on cedar street."
213,Cat Mountain Homeowners Association,6007 Mount Bonnell Road,Austin,TX,78731,-97.77967,30.348676,house,"Combined precincts 213, 220, 231",North of rr2222 on mesa drive. turn east on cross valley run which turns into mount bonnell road. the cat mountain hoa office is located on the east side of mount bonnell road.
220,Cat Mountain Homeowners Association,6007 Mount Bonnell Road,Austin,TX,78731,-97.77967,30.348676,house,"Combined precincts 213, 220, 231",North of rr2222 on mesa drive. turn east on cross valley run which turns into mount bonnell road. the cat mountain hoa office is located on the east side of mount bonnell road.
231,Cat Mountain Homeowners Association,6007 Mount Bonnell Road,Austin,TX,78731,-97.77967,30.348676,house,"Combined precincts 213, 220, 231",North of rr2222 on mesa drive. turn east on cross valley run which turns into mount bonnell road. the cat mountain hoa office is located on the east side of mount bonnell road.
214,Bryker Woods Elementary School,3309 Kerbey Lane,Austin,TX,78703,-97.751166,30.305558,house,,"From north mopac, east on west 35th street, and then south on kerbey lane."
215,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229","From ih 35 north, west on wells branch pkwy, then north on wells- port dr to klattenhoff."
216,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229","From ih 35 north, west on wells branch pkwy, then north on wells- port dr to klattenhoff."
225,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229","From ih 35 north, west on wells branch pkwy, then north on wells- port dr to klattenhoff."
229,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229","From ih 35 north, west on wells branch pkwy, then north on wells- port dr to klattenhoff."
215,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229","From ih 35 north, west on wells branch pkwy, then north on wells- port dr to klattenhoff."
216,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229","From ih 35 north, west on wells branch pkwy, then north on wells- port dr to klattenhoff."
225,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229","From ih 35 north, west on wells branch pkwy, then north on wells- port dr to klattenhoff."
229,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229","From ih 35 north, west on wells branch pkwy, then north on wells- port dr to klattenhoff."
217,Lanier High School,1201 Payton Gin Road,Austin,TX,78758,-97.707898,30.360485,house,"Combined precincts 217, 223, 224","From north lamar blvd, west on peyton gin road. --or-- from hwy 183 north, and then east on peyton gin road."
223,Lanier High School,1201 Payton Gin Road,Austin,TX,78758,-97.707898,30.360485,house,"Combined precincts 217, 223, 224","From north lamar blvd, west on peyton gin road. --or-- from hwy 183 north, and then east on peyton gin road."
224,Lanier High School,1201 Payton Gin Road,Austin,TX,78758,-97.707898,30.360485,house,"Combined precincts 217, 223, 224","From north lamar blvd, west on peyton gin road. --or-- from hwy 183 north, and then east on peyton gin road."
218,Acc Northridge Campus,11928 Stonehollow Dr,Austin,TX,78758,-97.704205,30.403439,house,,"From ih-35 north, west on west braker lane to metric blvd, north on metric blvd to stonehollow dr. -or- from mopac north, east on west braker ln to metric blvd,"
219,Caldwell Elementary School,1718 Picadilly Drive,Pflugerville,TX,78660,-97.655561,30.46767,house,,"From ih 35 north, east on grand avenue pkwy, then north on central commerce, then northwest on central commerce and then east on picadilly drive."
213,Cat Mountain Homeowners Association,6007 Mount Bonnell Road,Austin,TX,78731,-97.77967,30.348676,house,"Combined precincts 213, 220, 231",North of rr2222 on mesa drive. turn east on cross valley run which turns into mount bonnell road. the cat mountain hoa office is located on the east side of mount bonnell road.
220,Cat Mountain Homeowners Association,6007 Mount Bonnell Road,Austin,TX,78731,-97.77967,30.348676,house,"Combined precincts 213, 220, 231",North of rr2222 on mesa drive. turn east on cross valley run which turns into mount bonnell road. the cat mountain hoa office is located on the east side of mount bonnell road.
231,Cat Mountain Homeowners Association,6007 Mount Bonnell Road,Austin,TX,78731,-97.77967,30.348676,house,"Combined precincts 213, 220, 231",North of rr2222 on mesa drive. turn east on cross valley run which turns into mount bonnell road. the cat mountain hoa office is located on the east side of mount bonnell road.
212,Bridge Point Elementary School,6401 Cedar Street,Austin,TX,78746,-97.805743,30.339621,house,"Combined precincts 212, 221","From loop 360 north, go west on cedar street."
221,Bridge Point Elementary School,6401 Cedar Street,Austin,TX,78746,-97.805743,30.339621,house,"Combined precincts 212, 221","From loop 360 north, go west on cedar street."
209,Cook Elementary School,1511 Cripple Creek Dr,Austin,TX,78758,-97.704324,30.37834,house,"Combined precincts 209, 222, 260","From north lamar blvd, west on rutland drive, north on parkfield and west on cripple creek dr. -or-from burnet rd, east on rutland dr, north on quail valley dr to cripple creek dr. note-polling pl is located at the intersection of cripple ck and mountain quail."
222,Cook Elementary School,1511 Cripple Creek Dr,Austin,TX,78758,-97.704324,30.37834,house,"Combined precincts 209, 222, 260","From north lamar blvd, west on rutland drive, north on parkfield and west on cripple creek dr. -or-from burnet rd, east on rutland dr, north on quail valley dr to cripple creek dr. note-polling pl is located at the intersection of cripple ck and mountain quail."
260,Cook Elementary School,1511 Cripple Creek Dr,Austin,TX,78758,-97.704324,30.37834,house,"Combined precincts 209, 222, 260","From north lamar blvd, west on rutland drive, north on parkfield and west on cripple creek dr. -or-from burnet rd, east on rutland dr, north on quail valley dr to cripple creek dr. note-polling pl is located at the intersection of cripple ck and mountain quail."
217,Lanier High School,1201 Payton Gin Road,Austin,TX,78758,-97.707898,30.360485,house,"Combined precincts 217, 223, 224","From north lamar blvd, west on peyton gin road. --or-- from hwy 183 north, and then east on peyton gin road."
223,Lanier High School,1201 Payton Gin Road,Austin,TX,78758,-97.707898,30.360485,house,"Combined precincts 217, 223, 224","From north lamar blvd, west on peyton gin road. --or-- from hwy 183 north, and then east on peyton gin road."
224,Lanier High School,1201 Payton Gin Road,Austin,TX,78758,-97.707898,30.360485,house,"Combined precincts 217, 223, 224","From north lamar blvd, west on peyton gin road. --or-- from hwy 183 north, and then east on peyton gin road."
217,Lanier High School,1201 Payton Gin Road,Austin,TX,78758,-97.707898,30.360485,house,"Combined precincts 217, 223, 224","From north lamar blvd, west on peyton gin road. --or-- from hwy 183 north, and then east on peyton gin road."
223,Lanier High School,1201 Payton Gin Road,Austin,TX,78758,-97.707898,30.360485,house,"Combined precincts 217, 223, 224","From north lamar blvd, west on peyton gin road. --or-- from hwy 183 north, and then east on peyton gin road."
224,Lanier High School,1201 Payton Gin Road,Austin,TX,78758,-97.707898,30.360485,house,"Combined precincts 217, 223, 224","From north lamar blvd, west on peyton gin road. --or-- from hwy 183 north, and then east on peyton gin road."
215,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229","From ih 35 north, west on wells branch pkwy, then north on wells- port dr to klattenhoff."
216,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229","From ih 35 north, west on wells branch pkwy, then north on wells- port dr to klattenhoff."
225,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229","From ih 35 north, west on wells branch pkwy, then north on wells- port dr to klattenhoff."
229,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229","From ih 35 north, west on wells branch pkwy, then north on wells- port dr to klattenhoff."
226,Villas Of Bristol Heights Apts.,12041 Dessau Road,Austin,TX,78754,-97.65163,30.38069,house,"Combined precincts 226, 227",Located south of the parmer lane/dessau rd intersection on the east side of dessau rd.
227,Villas Of Bristol Heights Apts.,12041 Dessau Road,Austin,TX,78754,-97.65163,30.38069,house,"Combined precincts 226, 227",Located south of the parmer lane/dessau rd intersection on the east side of dessau rd.
226,Villas Of Bristol Heights Apts.,12041 Dessau Road,Austin,TX,78754,-97.65163,30.38069,house,"Combined precincts 226, 227",Located south of the parmer lane/dessau rd intersection on the east side of dessau rd.
227,Villas Of Bristol Heights Apts.,12041 Dessau Road,Austin,TX,78754,-97.65163,30.38069,house,"Combined precincts 226, 227",Located south of the parmer lane/dessau rd intersection on the east side of dessau rd.
228,Emeritus At North Austin,5310 Duval Rd,Austin,TX,78727,-97.744288,30.418998,house,"Combined precincts 228, 254, 267","On the north side of duval, east of 183/research blvd."
254,Emeritus At North Austin,5310 Duval Rd,Austin,TX,78727,-97.744288,30.418998,house,"Combined precincts 228, 254, 267","On the north side of duval, east of 183/research blvd."
267,Emeritus At North Austin,5310 Duval Rd,Austin,TX,78727,-97.744288,30.418998,house,"Combined precincts 228, 254, 267","On the north side of duval, east of 183/research blvd."
215,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229","From ih 35 north, west on wells branch pkwy, then north on wells- port dr to klattenhoff."
216,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229","From ih 35 north, west on wells branch pkwy, then north on wells- port dr to klattenhoff."
225,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229","From ih 35 north, west on wells branch pkwy, then north on wells- port dr to klattenhoff."
229,Wells Branch Community Center,2106 Klattenhoff Drive,Austin,TX,78728,-97.679121,30.441949,house,"Combined precincts 215, 216, 225, 229","From ih 35 north, west on wells branch pkwy, then north on wells- port dr to klattenhoff."
213,Cat Mountain Homeowners Association,6007 Mount Bonnell Road,Austin,TX,78731,-97.77967,30.348676,house,"Combined precincts 213, 220, 231",North of rr2222 on mesa drive. turn east on cross valley run which turns into mount bonnell road. the cat mountain hoa office is located on the east side of mount bonnell road.
220,Cat Mountain Homeowners Association,6007 Mount Bonnell Road,Austin,TX,78731,-97.77967,30.348676,house,"Combined precincts 213, 220, 231",North of rr2222 on mesa drive. turn east on cross valley run which turns into mount bonnell road. the cat mountain hoa office is located on the east side of mount bonnell road.
231,Cat Mountain Homeowners Association,6007 Mount Bonnell Road,Austin,TX,78731,-97.77967,30.348676,house,"Combined precincts 213, 220, 231",North of rr2222 on mesa drive. turn east on cross valley run which turns into mount bonnell road. the cat mountain hoa office is located on the east side of mount bonnell road.
232,Canyon Ridge Middle School,12601 Country Trails Lane,Austin,TX,78732,-97.902625,30.364896,house,,"Go south of rm 620 on quinlan park road, then west/northwest on country trails."
233,River Place Elementary School,6500 Sitio Del Rio Blvd,Austin,TX,78730,-97.844775,30.389739,house,"Combined precincts 233, 234",Turn off of 2222 onto westbound riverplace drive. take a left onto sitio del rio blvd.
234,River Place Elementary School,6500 Sitio Del Rio Blvd,Austin,TX,78730,-97.844775,30.389739,house,"Combined precincts 233, 234",Turn off of 2222 onto westbound riverplace drive. take a left onto sitio del rio blvd.
233,River Place Elementary School,6500 Sitio Del Rio Blvd,Austin,TX,78730,-97.844775,30.389739,house,"Combined precincts 233, 234",Turn off of 2222 onto westbound riverplace drive. take a left onto sitio del rio blvd.
234,River Place Elementary School,6500 Sitio Del Rio Blvd,Austin,TX,78730,-97.844775,30.389739,house,"Combined precincts 233, 234",Turn off of 2222 onto westbound riverplace drive. take a left onto sitio del rio blvd.
235,Mccallum High School,5600 Sunshine Drive,Austin,TX,78756,-97.729247,30.326897,house,,"From ih-35 north, west on (hwy 290 east) koenig lane, then south on sunshine dr. -or- on burnet road, east on koenig lane, and then south on sunshine drive."
236,Rosedale Elementary School,2117 West 49th Street,Austin,TX,78756,-97.740319,30.320072,house,,"From ih-35 north,west on airport blvd, west on east 45th st and then continue west on west 45th street, north on burnet road, and then west on west 49th street. -or- on burnet road, then west on west 49th street."
237,Highland Park Baptist Church,5206 Balcones Drive,Austin,TX,78731,-97.759293,30.334829,house,,"From north mopac, west on northland drive, and then south on balcones drive."
238,Murchison Middle School,3700 North Hills Drive,Austin,TX,78731,-97.758901,30.353768,house,,"From north mopac, west on far west blvd, south on hart lane, and then west on north hills. note: the polling place is located at the southwest corner of far west blvd and hart lane."
239,Gullett Elementary School,6310 Treadwell Blvd,Austin,TX,78757,-97.748308,30.343032,house,,"From north mopac, east on northland drive (also known as allandale road), north on bullard drive, and then northeast on treadwell blvd."
240,Highland Park Elementary School,4900 Fairview Drive,Austin,TX,78731,-97.75933,30.330885,house,,"From north mopac, west on hancock drive, and then south on fairview drive."
241,Brentwood Elementary School,6700 Arroyo Seco,Austin,TX,78757,-97.732583,30.340204,house,,"From ih-35 north, west on hwy 290 east (also known as koenig ln), then north on arroyo seca. -or- on burnet road, east on justin lane and then south on arroyo seca."
242,Northwest Baptist Church,6301 Woodrow Avenue,Austin,TX,78757,-97.729996,30.334374,house,,"From ih-35 north, west on hwy 290 east (also known as koenig ln) and then north on woodrow ave.-or- from burnet rd, east on koenig lane and then north on woodrow avenue."
243,Ben Hur Shriners Hall,7811 Rockwood Lane,Austin,TX,78757,-97.738057,30.358061,house,,Located on near the intersection of rockwood and anderson lane.
244,Randalls Quinlan Crossing,5145 Rm 620 North,Austin,TX,78732,-97.885008,30.389683,house,"Combined precincts 244, 245",Located on the southeast corner of rm 620 and quinlan park intersection.
245,Randalls Quinlan Crossing,5145 Rm 620 North,Austin,TX,78732,-97.885008,30.389683,house,"Combined precincts 244, 245",Located on the southeast corner of rm 620 and quinlan park intersection.
244,Randalls Quinlan Crossing,5145 Rm 620 North,Austin,TX,78732,-97.885008,30.389683,house,"Combined precincts 244, 245",Located on the southeast corner of rm 620 and quinlan park intersection.
245,Randalls Quinlan Crossing,5145 Rm 620 North,Austin,TX,78732,-97.885008,30.389683,house,"Combined precincts 244, 245",Located on the southeast corner of rm 620 and quinlan park intersection.
246,Hill Elementary School,8601 Tallwood Drive,Austin,TX,78759,-97.749204,30.376974,house,,"From north mopac, west on spicewood springs rd, then north on mesa drive, then east on cima serena drive to tallwood drive."
247,Doss Elementary School,7005 Northledge Drive,Austin,TX,78731,-97.763757,30.356173,house,,"From north mopac, west on far west blvd, and then south on edge- field dr, east on north hills and then north on northledge drive."
248,Burnet Middle School,8401 Hathaway Dr,Austin,TX,78757,-97.725605,30.365075,house,,"From hwy 183 north, west on ohlen road, and then north on hathawa -or- from burnet road, east on ohlen road, and then north on hathaway drive."
249,St Matthews Episcopal Church,8134 Mesa Drive,Austin,TX,78759,-97.756433,30.374301,house,"Combined precincts 249, 262","From north mopac, west on steck avenue, and then south on mesa dr -or- from loop 360 north, east on spicewood springs road, then north on mesa drive."
262,St Matthews Episcopal Church,8134 Mesa Drive,Austin,TX,78759,-97.756433,30.374301,house,"Combined precincts 249, 262","From north mopac, west on steck avenue, and then south on mesa dr -or- from loop 360 north, east on spicewood springs road, then north on mesa drive."
250,Mathews Elementary School,906 West Lynn Street,Austin,TX,78703,-97.761122,30.278311,house,,"From ih 35 north, west on east 6th street (which changes to west 6th street), and north on west lynn street."
210,O Henry Middle School,2610 West 10th St,Austin,TX,78701,-97.774463,30.285998,house,"Combined precincts 210, 251","From north mopac, west on enfield road, then south on exposition to west 10th st. -or- from north mopac, west on lake austin blvd, north on exposition blvd to west 10th street."
251,O Henry Middle School,2610 West 10th St,Austin,TX,78701,-97.774463,30.285998,house,"Combined precincts 210, 251","From north mopac, west on enfield road, then south on exposition to west 10th st. -or- from north mopac, west on lake austin blvd, north on exposition blvd to west 10th street."
252,North Village Library,2505 Steck Ave,Austin,TX,78757,-97.730598,30.361822,house,,On the south side of steck ave and just west of the steck/burnet road intersection.
253,First Presbyterian Church,8001 Mesa Dr,Austin,TX,78731,-97.758102,30.369733,house,,"From loop 360 north, southeast on spicewood springs road, then southwest on mesa drive. -or- from mopac north, northwest on spicewood springs rd, then southwest on mesa drive."
228,Emeritus At North Austin,5310 Duval Rd,Austin,TX,78727,-97.744288,30.418998,house,"Combined precincts 228, 254, 267","On the north side of duval, east of 183/research blvd."
254,Emeritus At North Austin,5310 Duval Rd,Austin,TX,78727,-97.744288,30.418998,house,"Combined precincts 228, 254, 267","On the north side of duval, east of 183/research blvd."
267,Emeritus At North Austin,5310 Duval Rd,Austin,TX,78727,-97.744288,30.418998,house,"Combined precincts 228, 254, 267","On the north side of duval, east of 183/research blvd."
256,Howson Branch Public Library,2500 Exposition Blvd,Austin,TX,78703,-97.767656,30.29837,house,"Combined precincts 256, 266",On the west side of exposition between enfield and windsor
266,Howson Branch Public Library,2500 Exposition Blvd,Austin,TX,78703,-97.767656,30.29837,house,"Combined precincts 256, 266",On the west side of exposition between enfield and windsor
211,Mcbee Elementary School,1001 West Braker Lane,Austin,TX,78758,-97.691095,30.383316,house,"Combined precincts 211, 258","From ih-35 n, west on west braker lane to the intersection of braker lane and north lamar blvd."
258,Mcbee Elementary School,1001 West Braker Lane,Austin,TX,78758,-97.691095,30.383316,house,"Combined precincts 211, 258","From ih-35 n, west on west braker lane to the intersection of braker lane and north lamar blvd."
259,Summitt Elementary School,12207 Brigadoon Lane,Austin,TX,78727,-97.719762,30.41872,house,,"From fm 1325 (at this area also known as north mopac), west on parmer lane, south on amherst drive, west on cassady drive to brigadoon. note:polling place is located at the intersection of cassady drive and brigadoon lane."
209,Cook Elementary School,1511 Cripple Creek Dr,Austin,TX,78758,-97.704324,30.37834,house,"Combined precincts 209, 222, 260","From north lamar blvd, west on rutland drive, north on parkfield and west on cripple creek dr. -or-from burnet rd, east on rutland dr, north on quail valley dr to cripple creek dr. note-polling pl is located at the intersection of cripple ck and mountain quail."
222,Cook Elementary School,1511 Cripple Creek Dr,Austin,TX,78758,-97.704324,30.37834,house,"Combined precincts 209, 222, 260","From north lamar blvd, west on rutland drive, north on parkfield and west on cripple creek dr. -or-from burnet rd, east on rutland dr, north on quail valley dr to cripple creek dr. note-polling pl is located at the intersection of cripple ck and mountain quail."
260,Cook Elementary School,1511 Cripple Creek Dr,Austin,TX,78758,-97.704324,30.37834,house,"Combined precincts 209, 222, 260","From north lamar blvd, west on rutland drive, north on parkfield and west on cripple creek dr. -or-from burnet rd, east on rutland dr, north on quail valley dr to cripple creek dr. note-polling pl is located at the intersection of cripple ck and mountain quail."
249,St Matthews Episcopal Church,8134 Mesa Drive,Austin,TX,78759,-97.756433,30.374301,house,"Combined precincts 249, 262","From north mopac, west on steck avenue, and then south on mesa dr -or- from loop 360 north, east on spicewood springs road, then north on mesa drive."
262,St Matthews Episcopal Church,8134 Mesa Drive,Austin,TX,78759,-97.756433,30.374301,house,"Combined precincts 249, 262","From north mopac, west on steck avenue, and then south on mesa dr -or- from loop 360 north, east on spicewood springs road, then north on mesa drive."
263,United Christian Church,3500 W Parmer Lane,Austin,TX,78726,-97.709221,30.423835,house,,"From mopac north, northwest on w parmer ln. church is located on the north side of w parmer lane before tamarack trail."
256,Howson Branch Public Library,2500 Exposition Blvd,Austin,TX,78703,-97.767656,30.29837,house,"Combined precincts 256, 266",On the west side of exposition between enfield and windsor
266,Howson Branch Public Library,2500 Exposition Blvd,Austin,TX,78703,-97.767656,30.29837,house,"Combined precincts 256, 266",On the west side of exposition between enfield and windsor
228,Emeritus At North Austin,5310 Duval Rd,Austin,TX,78727,-97.744288,30.418998,house,"Combined precincts 228, 254, 267","On the north side of duval, east of 183/research blvd."
254,Emeritus At North Austin,5310 Duval Rd,Austin,TX,78727,-97.744288,30.418998,house,"Combined precincts 228, 254, 267","On the north side of duval, east of 183/research blvd."
267,Emeritus At North Austin,5310 Duval Rd,Austin,TX,78727,-97.744288,30.418998,house,"Combined precincts 228, 254, 267","On the north side of duval, east of 183/research blvd."
268,Grant Ame Worship Center,1701 Kramer Lane,Austin,TX,78758,-97.704535,30.384669,house,,"From ih-35 n, west on west braker lane, south on north lamar, then west on kramer lane."
273,Trinity Lutheran Church,1207 West 45th Street,Austin,TX,78756,-97.740882,30.314949,house,,"From burnet road, east on west 45th street. note: polling place is located one block east of burnet road, across the street from the school for the blind."
208,First English Lutheran Church,3001 Whitis Avenue,Austin,TX,78705,-97.738735,30.295319,house,"Combined precincts 208, 274","From ih 35 north, west on e and w 26th st (now dean keeton st) north on san jacinto, then west on west 30th street to whitis, and then north on whitis avenue."
274,First English Lutheran Church,3001 Whitis Avenue,Austin,TX,78705,-97.738735,30.295319,house,"Combined precincts 208, 274","From ih 35 north, west on e and w 26th st (now dean keeton st) north on san jacinto, then west on west 30th street to whitis, and then north on whitis avenue."
275,Baker Center School,3908 Avenue B,Austin,TX,78751,-97.736349,30.303169,house,,"From ih 35 north, west on east 38 1/2 street, west on east 38th st (which changes to west 38th st), and then north on avenue b. enter off of 39th street."
277,University Co-op,2246 Guadalupe,Austin,TX,78705,-97.741907,30.286049,house,,Located directly across guadalupe from ut's west mall. parking available behind the store.
301,Sunset Valley City Hall,3205 Jones Road,Sunset Valley,TX,78745,-97.810834,30.228416,house,"Combined precincts 301, 344","From mopac south, go east on hwy 290 west, south on westgate, west on jones rd."
344,Sunset Valley City Hall,3205 Jones Road,Sunset Valley,TX,78745,-97.810834,30.228416,house,"Combined precincts 301, 344","From mopac south, go east on hwy 290 west, south on westgate, west on jones rd."
302,Bailey Middle School,4020 Lost Oasis Hollow,Austin,TX,78739,-97.872519,30.164163,house,,"From mopac south, east on west slaughter lane, then south on brodie lane, and west on green emerald to lost oasis hollow."
303,Oak Hill Primitive Baptist Church,11408 Fm 1826,Austin,TX,78759,-97.924372,30.197997,house,,"From mopac s, west on hwy 290 w and hwy 71 w, continuing south- west and west on hwy 290 w. from the 'y' at oak hill to fm 1826 (also known as camp ben mcculloch), southwest on fm 1826 to the church located on west side of fm 1826 before outer loop 45."
304,Kiker Elementary School,5913 La Crosse Avenue,Austin,TX,78739,-97.880856,30.191723,house,,"From south mopac, west on west slaughter lane, south on escarpment and then east on lacross avenue."
305,Great Hills Baptist Church,10500 Jollyville Road,Austin,TX,78759,-97.751799,30.399206,house,"Combined precincts 305, 323, 345","From research blvd., west on great hills trail, then north on jollyville road. -or- from loop 360 north, going east, then north on great hills trail."
323,Great Hills Baptist Church,10500 Jollyville Road,Austin,TX,78759,-97.751799,30.399206,house,"Combined precincts 305, 323, 345","From research blvd., west on great hills trail, then north on jollyville road. -or- from loop 360 north, going east, then north on great hills trail."
345,Great Hills Baptist Church,10500 Jollyville Road,Austin,TX,78759,-97.751799,30.399206,house,"Combined precincts 305, 323, 345","From research blvd., west on great hills trail, then north on jollyville road. -or- from loop 360 north, going east, then north on great hills trail."
306,Lakeway Activity Center,105 Cross Creek Drive,Austin,TX,78734,-97.981208,30.362623,house,"Combined precincts 306, 319, 320","From loop 360 south, west on fm 2244 (bee cave rd), north on rr 620, west on lakeway blvd, north on lakeway dr, then northeast on cross creek drive."
319,Lakeway Activity Center,105 Cross Creek Drive,Austin,TX,78734,-97.981208,30.362623,house,"Combined precincts 306, 319, 320","From loop 360 south, west on fm 2244 (bee cave rd), north on rr 620, west on lakeway blvd, north on lakeway dr, then northeast on cross creek drive."
320,Lakeway Activity Center,105 Cross Creek Drive,Austin,TX,78734,-97.981208,30.362623,house,"Combined precincts 306, 319, 320","From loop 360 south, west on fm 2244 (bee cave rd), north on rr 620, west on lakeway blvd, north on lakeway dr, then northeast on cross creek drive."
307,Rollingwood Municipal Building,403 Nixon Drive,Austin,TX,78746,-97.788753,30.275767,house,"Combined precincts 307, 356","From mopac south, west on bee caves rd (rr 2244), north on edge grove, east on rollingwood, west on gentry, then north on nixon drive."
356,Rollingwood Municipal Building,403 Nixon Drive,Austin,TX,78746,-97.788753,30.275767,house,"Combined precincts 307, 356","From mopac south, west on bee caves rd (rr 2244), north on edge grove, east on rollingwood, west on gentry, then north on nixon drive."
308,Briarcliff Poa Comm. Center,22801 Briarcliff Drive,Spicewood,TX,78669,-98.059099,30.407053,house,,"From hwy 71 west, north on fm 2322 going north of bee creek rd, then east on briarcliff drive. (fm 2322 is also called pace bend rd)."
309,Southwest Christian Church,2116 Lynnbrook Drive,Austin,TX,78748,-97.831879,30.165485,house,,Travel northwest on old manchaca rd from the manchaca rd and old manchcac rd intersection. then travel west on lynnbrook drive and the church is on the north side of the street.
310,Villages Amenities Center,12006 Gatling Gun Lane,Austin,TX,78748,-97.854061,30.154001,house,"Combined precincts 310, 315",Across the street from baranoff elementary.
315,Villages Amenities Center,12006 Gatling Gun Lane,Austin,TX,78748,-97.854061,30.154001,house,"Combined precincts 310, 315",Across the street from baranoff elementary.
311,Senior Activity Center,2874 Shoal Crest Ave,Austin,TX,78701,-97.747879,30.297541,house,"Combined precincts 311, 313","From mopac expwy north, go east on w 35th street, south on south lamar blvd., east on w 29th street and south on shoal crest ave."
313,Senior Activity Center,2874 Shoal Crest Ave,Austin,TX,78701,-97.747879,30.297541,house,"Combined precincts 311, 313","From mopac expwy north, go east on w 35th street, south on south lamar blvd., east on w 29th street and south on shoal crest ave."
312,Sheriff's Office At Hudson Bend,3800 Hudson Bend Road,Austin,TX,78734,-97.92922,30.398079,house,,On the corner of 620 and hudson bend road. west of mansfield dam.
311,Senior Activity Center,2874 Shoal Crest Ave,Austin,TX,78701,-97.747879,30.297541,house,"Combined precincts 311, 313","From mopac expwy north, go east on w 35th street, south on south lamar blvd., east on w 29th street and south on shoal crest ave."
313,Senior Activity Center,2874 Shoal Crest Ave,Austin,TX,78701,-97.747879,30.297541,house,"Combined precincts 311, 313","From mopac expwy north, go east on w 35th street, south on south lamar blvd., east on w 29th street and south on shoal crest ave."
314,Oak Hill Fire Dept Barton Creek Sta,4111 Barton Creek Blvd,Austin,TX,78735,-97.88346,30.27871,house,,Located on the east side of barton creek blvd and south of the calera drive intersection and north of the henry marx lane intersection.
310,Villages Amenities Center,12006 Gatling Gun Lane,Austin,TX,78748,-97.854061,30.154001,house,"Combined precincts 310, 315",Across the street from baranoff elementary.
315,Villages Amenities Center,12006 Gatling Gun Lane,Austin,TX,78748,-97.854061,30.154001,house,"Combined precincts 310, 315",Across the street from baranoff elementary.
316,Travis County Parks Office,14624 Hamilton Pool Rd,Austin,TX,78732,-97.972598,30.307689,house,,"From mopac s, west on hwy 290 w to the ""y"" at oak hill. take hwy 71 w from the ""y"" west to hamilton pool rd, south & west on hamilton pool rd to travis county parks. located on the north side of the road."
